X,English_Name,Genus,Species,treatment,Author,Pub_Year,Journal,thesis,Class,Order,Collection_Location,Study_Type,Distribution,Calcification,Life_stage,Life_stage_category,Extracted_from,Comments,Response_variable,rate_or_biomass,response_type,response_type_2,Effect.of.treatment,Study_Duration,Study_Duration_Units,citation.details,response,SE_response,LCI_response,UCI_response,unit_response,sample_size,pH,uatm,omega.ar,DIC._umol_kg.1,ppm.CO2,CO2,salinity,temperature,oxygen_in_orig_units,orig_oxygen_units,oxygen,unit_conversion_citation_to_ml_l.1,treatment_var,treatment_name_or_other_details,comments,extraction.method,study_design,study,lowerSE,upperSE,max_response,rel_response,rel_upperSE,rel_lowerSE,SE_response_for_resampling,treat_value,genus_species,unique_study,upper_window,lower_window,weighting
551,Red urchin,Strongylocentrotus,franciscanus,temperature,Wong and Hoffman,2020,Marine Biology,NA,Echinoidea,Echinoida,Ellwood Mesa_Goleta_California,Single species lab study (one species in paper),NA,Makes CaCO3,embryo,propagule,google scholar,NA,gastrula area,biomass,growth,ability_productivity_growth_survival,no diff,23.5,hours,Table 2,0.0176,0.001,NA,NA,mm2,12,7.66,1039,0.97,NA,NA,1039,33.3,13.1,NA,NA,NA,NA,CO2,NA,"sample size is culture vial number, 35 embryos sampled per culture vial",NA,anova,Wong and Hoffman 2020 Red urchin embryo gastrula area CO2,0.0166,0.0186,0.0196,0.897959183673469,0.948979591836735,0.846938775510204,0.0510204081632654,1039,Strongylocentrotus_franciscanus,112,3164.6961107168,298.027374647556,2
552,Red urchin,Strongylocentrotus,franciscanus,temperature,Wong and Hoffman,2020,Marine Biology,NA,Echinoidea,Echinoida,Ellwood Mesa_Goleta_California,Single species lab study (one species in paper),NA,Makes CaCO3,embryo,propagule,google scholar,NA,gastrula area,biomass,growth,ability_productivity_growth_survival,no diff,23.5,hours,Table 2,0.0196,0.0014,NA,NA,mm2,12,7.98,465,1.88,NA,NA,465,33.3,13.2,NA,NA,NA,NA,CO2,NA,"sample size is culture vial number, 35 embryos sampled per culture vial",NA,anova,Wong and Hoffman 2020 Red urchin embryo gastrula area CO2,0.0182,0.021,0.0196,1,1.07142857142857,0.928571428571429,0.0714285714285714,465,Strongylocentrotus_franciscanus,112,3164.6961107168,298.027374647556,2
553,Red urchin,Strongylocentrotus,franciscanus,temperature,Wong and Hoffman,2020,Marine Biology,NA,Echinoidea,Echinoida,Ellwood Mesa_Goleta_California,Single species lab study (one species in paper),NA,Makes CaCO3,embryo,propagule,google scholar,NA,prism length,biomass,growth,ability_productivity_growth_survival,positive,55.5,hours,Table 2,0.1701,0.0124,NA,NA,mm,12,7.98,465,1.88,NA,NA,465,33.3,13.2,NA,NA,NA,NA,temperature,NA,"sample size is culture vial number, 35 embryos sampled per culture vial",NA,anova,Wong and Hoffman 2020 Red urchin embryo prism length temperature,0.1577,0.1825,0.2007,0.847533632286996,0.909317389138017,0.785749875435974,0.0617837568510214,13.2,Strongylocentrotus_franciscanus,119,30.76565334532,8.73657409350077,2
554,Red urchin,Strongylocentrotus,franciscanus,temperature,Wong and Hoffman,2020,Marine Biology,NA,Echinoidea,Echinoida,Ellwood Mesa_Goleta_California,Single species lab study (one species in paper),NA,Makes CaCO3,embryo,propagule,google scholar,NA,prism length,biomass,growth,ability_productivity_growth_survival,positive,55.5,hours,Table 2,0.2007,0.0165,NA,NA,mm,12,7.96,491,2.1,NA,NA,491,33.3,17.2,NA,NA,NA,NA,temperature,NA,"sample size is culture vial number, 35 embryos sampled per culture vial",NA,anova,Wong and Hoffman 2020 Red urchin embryo prism length temperature,0.1842,0.2172,0.2007,1,1.08221225710015,0.91778774289985,0.0822122571001496,17.2,Strongylocentrotus_franciscanus,119,30.76565334532,8.73657409350077,2
555,Red urchin,Strongylocentrotus,franciscanus,temperature,Wong and Hoffman,2020,Marine Biology,NA,Echinoidea,Echinoida,Ellwood Mesa_Goleta_California,Single species lab study (one species in paper),NA,Makes CaCO3,embryo,propagule,google scholar,NA,prism length,biomass,growth,ability_productivity_growth_survival,positive,55.5,hours,Table 2,0.1592,0.0116,NA,NA,mm,12,7.66,1039,0.97,NA,NA,1039,33.3,13.1,NA,NA,NA,NA,CO2,NA,"sample size is culture vial number, 35 embryos sampled per culture vial",NA,anova,Wong and Hoffman 2020 Red urchin embryo prism length CO2,0.1476,0.1708,0.1701,0.935920047031158,1.00411522633745,0.867724867724868,0.0681951793062905,1039,Strongylocentrotus_franciscanus,118,3164.6961107168,298.027374647556,2
556,Red urchin,Strongylocentrotus,franciscanus,temperature,Wong and Hoffman,2020,Marine Biology,NA,Echinoidea,Echinoida,Ellwood Mesa_Goleta_California,Single species lab study (one species in paper),NA,Makes CaCO3,embryo,propagule,google scholar,NA,prism length,biomass,growth,ability_productivity_growth_survival,positive,55.5,hours,Table 2,0.1701,0.0124,NA,NA,mm,12,7.98,465,1.88,NA,NA,465,33.3,13.2,NA,NA,NA,NA,CO2,NA,"sample size is culture vial number, 35 embryos sampled per culture vial",NA,anova,Wong and Hoffman 2020 Red urchin embryo prism length CO2,0.1577,0.1825,0.1701,1,1.07289829512052,0.927101704879483,0.0728982951205173,465,Strongylocentrotus_franciscanus,118,3164.6961107168,298.027374647556,2
557,Red urchin,Strongylocentrotus,franciscanus,temperature,Wong and Hoffman,2020,Marine Biology,NA,Echinoidea,Echinoida,Ellwood Mesa_Goleta_California,Single species lab study (one species in paper),NA,Makes CaCO3,embryo,propagule,google scholar,NA,metabolic_rate,rate,metabolic rate,consumption,no diff,5.5,hours,Fig.4,30.3314121,4.279538905,NA,NA,pmol O2 h-1 individual-1,12,7.98,465,1.88,NA,NA,465,33.3,13.2,NA,NA,NA,NA,temperature,NA,appears plot gave median +-SE so assumed equal SE to estimate mean as midpoint between SE extremes,webplot digitizer,anova,Wong and Hoffman 2020 Red urchin embryo metabolic_rate temperature,26.051873195,34.610951005,30.3314121,1,1.14109263660033,0.858907363399675,0.141092636600325,13.2,Strongylocentrotus_franciscanus,117,30.76565334532,8.73657409350077,2
558,Red urchin,Strongylocentrotus,franciscanus,temperature,Wong and Hoffman,2020,Marine Biology,NA,Echinoidea,Echinoida,Ellwood Mesa_Goleta_California,Single species lab study (one species in paper),NA,Makes CaCO3,embryo,propagule,google scholar,NA,metabolic_rate,rate,metabolic rate,consumption,no diff,5.5,hours,Fig.4,27.60086455,5.511527378,NA,NA,pmol O2 h-1 individual-1,12,7.96,491,2.1,NA,NA,491,33.3,17.2,NA,NA,NA,NA,temperature,NA,appears plot gave median +-SE so assumed equal SE around a mean to estimate mean as midpoint between SE extremes,webplot digitizer,anova,Wong and Hoffman 2020 Red urchin embryo metabolic_rate temperature,22.089337172,33.112391928,30.3314121,0.909976247034011,1.09168646084895,0.728266033219073,0.181710213814938,17.2,Strongylocentrotus_franciscanus,117,30.76565334532,8.73657409350077,2
559,Red urchin,Strongylocentrotus,franciscanus,temperature,Wong and Hoffman,2020,Marine Biology,NA,Echinoidea,Echinoida,Ellwood Mesa_Goleta_California,Single species lab study (one species in paper),NA,Makes CaCO3,embryo,propagule,google scholar,NA,metabolic_rate,rate,metabolic rate,consumption,no diff,5.5,hours,Fig.4,30.3314121,4.279538905,NA,NA,pmol O2 h-1 individual-1,12,7.66,1039,0.97,NA,NA,1039,33.3,13.1,NA,NA,NA,NA,CO2,NA,NA,NA,anova,Wong and Hoffman 2020 Red urchin embryo metabolic_rate CO2,26.051873195,34.610951005,30.3314121,1,1.14109263660033,0.858907363399675,0.141092636600325,1039,Strongylocentrotus_franciscanus,116,3164.6961107168,298.027374647556,2
560,Red urchin,Strongylocentrotus,franciscanus,temperature,Wong and Hoffman,2020,Marine Biology,NA,Echinoidea,Echinoida,Ellwood Mesa_Goleta_California,Single species lab study (one species in paper),NA,Makes CaCO3,embryo,propagule,google scholar,NA,metabolic_rate,rate,metabolic rate,consumption,no diff,5.5,hours,Fig.4,27.54322767,6.318443804,NA,NA,pmol O2 h-1 individual-1,12,7.98,465,1.88,NA,NA,465,33.3,13.2,NA,NA,NA,NA,CO2,NA,NA,NA,anova,Wong and Hoffman 2020 Red urchin embryo metabolic_rate CO2,21.224783866,33.861671474,30.3314121,0.908076009754917,1.11638954897191,0.699762470537928,0.208313539216989,465,Strongylocentrotus_franciscanus,116,3164.6961107168,298.027374647556,2
561,Pink Salmon,Oncorhynchus,gorbuscha,pH,Frommel et al,2020,Conservation Physiology,NA,Actinopterygii,Salmoniformes,Quadra_Island_British_columbia,Single species lab study (one species in paper),NA,no external CaCO3,juvenile,adult or juvenile,google scholar,added 1 so values are not negative - as they are expressed as differences from baseline conditions,condition index fultons K,biomass,growth,ability_productivity_growth_survival,no diff,2,weeks,Fig. 7,-0.102866779,NA,0.002192243,-0.209106239,NA,40,7.72,856.7,NA,NA,NA,856.7,30.7,13.07,NA,NA,NA,NA,CO2,NA,used LNRR plot for condition,webplot digitizer,multi-level anova,Frommel et al 2020 Pink Salmon juvenile condition index fultons K CO2,-0.0492652371632653,-0.157070585122449,-0.102866779,1,1.52693208292688,0.478922715790151,0.526932082926879,856.7,Oncorhynchus_gorbuscha,30,3164.6961107168,298.027374647556,2
562,Pink Salmon,Oncorhynchus,gorbuscha,pH,Frommel et al,2020,Conservation Physiology,NA,Actinopterygii,Salmoniformes,Quadra_Island_British_columbia,Single species lab study (one species in paper),NA,no external CaCO3,juvenile,adult or juvenile,google scholar,added 1 so values are not negative - as they are expressed as differences from baseline conditions,condition index fultons K,biomass,growth,ability_productivity_growth_survival,no diff,2,weeks,Fig. 7,-0.104047218,NA,0.005733558,-0.215008432,NA,40,7.53,1520.47,NA,NA,NA,1520.47,30.7,13.14,NA,NA,NA,NA,CO2,NA,used LNRR plot for condition,webplot digitizer,multi-level anova,Frommel et al 2020 Pink Salmon juvenile condition index fultons K CO2,-0.048036618,-0.160660082285714,-0.102866779,1.01147541520669,1.5618267029214,0.466978926209014,0.550351287714708,1520.47,Oncorhynchus_gorbuscha,30,3164.6961107168,298.027374647556,2
564,Canopy-forming Kelp,Macrocystis,pyrifera,temperature,Cullen et al.,2019,Ecology,NA,Phaeophyceae,Laminariales,"Vancouver Island, Canada",Several single species lab studies,NA,no external CaCO3,propagule,adult or juvenile,google scholar,NA,sporophyte_density,biomass,survival,ability_productivity_growth_survival,negative,2,weeks,appendix S2 a,1.308411215,0.303738318,NA,NA,sporophyte mm-1,7,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,anova,Cullen et al. 2019 Canopy-forming Kelp propagule sporophyte_density temperature,1.004672897,1.612149533,1.308411215,1,1.23214285732028,0.767857142679719,0.232142857320281,12,Macrocystis_pyrifera,23,30.76565334532,8.73657409350077,4
565,Canopy-forming Kelp,Macrocystis,pyrifera,temperature,Cullen et al.,2019,Ecology,NA,Phaeophyceae,Laminariales,"Vancouver Island, Canada",Several single species lab studies,NA,no external CaCO3,propagule,adult or juvenile,google scholar,NA,sporophyte_density,biomass,survival,ability_productivity_growth_survival,negative,2,weeks,appendix S2 a,0.327102804,0.163551402,NA,NA,sporophyte mm-1,7,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,anova,Cullen et al. 2019 Canopy-forming Kelp propagule sporophyte_density temperature,0.163551402,0.490654206,1.308411215,0.250000000191071,0.375000000286607,0.125000000095536,0.125000000095536,18,Macrocystis_pyrifera,23,30.76565334532,8.73657409350077,4
566,Canopy-forming Kelp,Nereocystis,luetkeana,temperature,Cullen et al.,2019,Ecology,NA,Phaeophyceae,Laminariales,"Vancouver Island, Canada",Several single species lab studies,NA,no external CaCO3,propagule,adult or juvenile,google scholar,NA,sporophyte_density,biomass,survival,ability_productivity_growth_survival,negative,2,weeks,appendix S2 a,1.214953271,0.560747664,NA,NA,sporophyte mm-1,7,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,anova,Cullen et al. 2019 Canopy-forming Kelp propagule sporophyte_density temperature,0.654205607,1.775700935,1.308411215,0.928571428516837,1.35714285741582,0.499999999617857,0.428571428898979,12,Nereocystis_luetkeana,23,30.76565334532,8.73657409350077,4
567,Canopy-forming Kelp,Nereocystis,luetkeana,temperature,Cullen et al.,2019,Ecology,NA,Phaeophyceae,Laminariales,"Vancouver Island, Canada",Several single species lab studies,NA,no external CaCO3,propagule,adult or juvenile,google scholar,NA,sporophyte_density,biomass,survival,ability_productivity_growth_survival,negative,2,weeks,appendix S2 a,-0.093457944,0,NA,NA,sporophyte mm-1,7,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,anova,Cullen et al. 2019 Canopy-forming Kelp propagule sporophyte_density temperature,-0.093457944,-0.093457944,1.308411215,-0.0714285714831633,-0.0714285714831633,-0.0714285714831633,0,18,Nereocystis_luetkeana,23,30.76565334532,8.73657409350077,4
568,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,zoospore,propagule,google scholar,germling is a successfully setted zoospore,zoospore_settlement,biomass,survival,ability_productivity_growth_survival,negative,72,hours,Fig. 2 and values given p.641,85,12,NA,NA,zoospores per mm2,10,NA,455,NA,NA,NA,455,NA,12,NA,NA,NA,NA,CO2,NA,NA,NA,anova,Shukla and Edwards 2017 Canopy-forming Kelp zoospore zoospore_settlement CO2,73,97,85,1,1.14117647058824,0.858823529411765,0.141176470588235,455,Macrocystis_pyrifera,96,3164.6961107168,298.027374647556,2
569,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,zoospore,propagule,google scholar,germling is a successfully setted zoospore,zoospore_settlement,biomass,survival,ability_productivity_growth_survival,negative,72,hours,Fig. 2 and values given p.641,70,13,NA,NA,zoospores per mm2,10,NA,1509,NA,NA,NA,1509,NA,12,NA,NA,NA,NA,CO2,NA,NA,NA,anova,Shukla and Edwards 2017 Canopy-forming Kelp zoospore zoospore_settlement CO2,57,83,85,0.823529411764706,0.976470588235294,0.670588235294118,0.152941176470588,1509,Macrocystis_pyrifera,96,3164.6961107168,298.027374647556,2
570,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,zoospore,propagule,google scholar,germling is a successfully setted zoospore,zoospore_settlement,biomass,survival,ability_productivity_growth_survival,negative,72,hours,Fig. 2 and values given p.641,125,10,NA,NA,zoospores per mm2,10,NA,455,NA,NA,NA,455,NA,12,NA,NA,NA,NA,temperature,NA,NA,NA,anova,Shukla and Edwards 2017 Canopy-forming Kelp zoospore zoospore_settlement temperature,115,135,125,1,1.08,0.92,0.0800000000000001,12,Macrocystis_pyrifera,97,30.76565334532,8.73657409350077,2
571,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,zoospore,propagule,google scholar,germling is a successfully setted zoospore,zoospore_settlement,biomass,survival,ability_productivity_growth_survival,negative,72,hours,Fig. 2 and values given p.641,31,3,NA,NA,zoospores per mm2,10,NA,455,NA,NA,NA,455,NA,15,NA,NA,NA,NA,temperature,NA,NA,NA,anova,Shukla and Edwards 2017 Canopy-forming Kelp zoospore zoospore_settlement temperature,28,34,125,0.248,0.272,0.224,0.024,15,Macrocystis_pyrifera,97,30.76565334532,8.73657409350077,2
572,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,gametophyte,propagule,google scholar,NA,gametophyte_survival,biomass,survival,ability_productivity_growth_survival,NA,11,weeks,Fig. 3,57.58483034,5.588822355,NA,NA,gametophytes per mm2,10,NA,455,NA,NA,NA,455,NA,12,NA,NA,NA,NA,CO2,NA,NA,webplot digitizer,anova,Shukla and Edwards 2017 Canopy-forming Kelp gametophyte gametophyte_survival CO2,51.996007985,63.173652695,57.58483034,1,1.09705372616367,0.902946273836326,0.0970537261636741,455,Macrocystis_pyrifera,92,3164.6961107168,298.027374647556,2
573,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,gametophyte,propagule,google scholar,NA,gametophyte_survival,biomass,survival,ability_productivity_growth_survival,NA,11,weeks,Fig. 3,55.08982036,7.285429142,NA,NA,gametophytes per mm2,10,NA,1509,NA,NA,NA,1509,NA,12,NA,NA,NA,NA,CO2,NA,NA,webplot digitizer,anova,Shukla and Edwards 2017 Canopy-forming Kelp gametophyte gametophyte_survival CO2,47.804391218,62.375249502,57.58483034,0.956672443675381,1.08318890815022,0.830155979200546,0.126516464474835,1509,Macrocystis_pyrifera,92,3164.6961107168,298.027374647556,2
574,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,gametophyte,propagule,google scholar,NA,gametophyte_survival,biomass,survival,ability_productivity_growth_survival,NA,11,weeks,Fig. 3,57.58483034,5.588822355,NA,NA,gametophytes per mm2,10,NA,455,NA,NA,NA,455,NA,12,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,anova,Shukla and Edwards 2017 Canopy-forming Kelp gametophyte gametophyte_survival temperature,51.996007985,63.173652695,57.58483034,1,1.09705372616367,0.902946273836326,0.0970537261636741,12,Macrocystis_pyrifera,93,30.76565334532,8.73657409350077,2
575,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,gametophyte,propagule,google scholar,NA,gametophyte_survival,biomass,survival,ability_productivity_growth_survival,NA,11,weeks,Fig. 3,28.24351297,9.281437126,NA,NA,gametophytes per mm2,10,NA,455,NA,NA,NA,455,NA,15,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,anova,Shukla and Edwards 2017 Canopy-forming Kelp gametophyte gametophyte_survival temperature,18.962075844,37.524950096,57.58483034,0.490467937532175,0.651646447066705,0.329289427997644,0.16117850953453,15,Macrocystis_pyrifera,93,30.76565334532,8.73657409350077,2
576,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,zoospore,propagule,google scholar,NA,sporophyte_density,biomass,growth,ability_productivity_growth_survival,positive,15,weeks,Fig. 5,8.207440812,1.127395716,NA,NA,sporophytes per mm2,10,NA,455,NA,NA,NA,455,NA,12,NA,NA,NA,NA,CO2,NA,NA,webplot digitizer,anova,Shukla and Edwards 2017 Canopy-forming Kelp zoospore sporophyte_density CO2,7.080045096,9.334836528,16.45997745,0.498630137066196,0.567123287766108,0.430136986366284,0.0684931506999119,455,Macrocystis_pyrifera,94,3164.6961107168,298.027374647556,2
577,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,zoospore,propagule,google scholar,NA,sporophyte_density,biomass,growth,ability_productivity_growth_survival,positive,15,weeks,Fig. 5,16.45997745,1.397970688,NA,NA,sporophytes per mm2,10,NA,1509,NA,NA,NA,1509,NA,12,NA,NA,NA,NA,CO2,NA,NA,webplot digitizer,anova,Shukla and Edwards 2017 Canopy-forming Kelp zoospore sporophyte_density CO2,15.062006762,17.857948138,16.45997745,1,1.08493150687761,0.915068493122389,0.0849315068776113,1509,Macrocystis_pyrifera,94,3164.6961107168,298.027374647556,2
578,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,zoospore,propagule,google scholar,NA,sporophyte_density,biomass,growth,ability_productivity_growth_survival,negative,15,weeks,Fig. 5,8.207440812,1.127395716,NA,NA,sporophytes per mm2,10,NA,455,NA,NA,NA,455,NA,12,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,anova,Shukla and Edwards 2017 Canopy-forming Kelp zoospore sporophyte_density temperature,7.080045096,9.334836528,8.207440812,1,1.13736263737067,0.862637362629329,0.137362637370671,12,Macrocystis_pyrifera,95,30.76565334532,8.73657409350077,2
579,Canopy-forming Kelp,Macrocystis,pyrifera,pH,Shukla and Edwards,2017,Phycologia,NA,Phaeophyceae,Laminariales,Point_Loma_California,Single species lab study (one species in paper),NA,no external CaCO3,zoospore,propagule,google scholar,NA,sporophyte_density,biomass,growth,ability_productivity_growth_survival,negative,15,weeks,Fig. 5,4.622322435,1.30777903,NA,NA,sporophytes per mm2,10,NA,455,NA,NA,NA,455,NA,15,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,anova,Shukla and Edwards 2017 Canopy-forming Kelp zoospore sporophyte_density temperature,3.314543405,5.930101465,8.207440812,0.563186813146646,0.722527472428393,0.403846153864899,0.159340659281747,15,Macrocystis_pyrifera,95,30.76565334532,8.73657409350077,2
580,Canopy-forming Kelp,Nereocystis,luetkeana,temperature,Lind and Konar,2017,Algae,NA,Phaeophyceae,Laminariales,Kachemak_bay_alaska,Several single species lab studies,NA,no external CaCO3,zoospore,propagule,google scholar,NA,zoospore_settlement,biomass,survival,ability_productivity_growth_survival,negative,24,hours,Fig. 2,23.93312102,1.52866242,NA,NA,zoospores per mm2,5,NA,NA,NA,NA,NA,NA,31,9,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,multi-level anova,Lind and Konar 2017 Canopy-forming Kelp zoospore zoospore_settlement temperature,22.4044586,25.46178344,23.93312102,1,1.06387225547067,0.936127744529326,0.0638722554706741,9,Nereocystis_luetkeana,67,30.76565334532,8.73657409350077,4
581,Canopy-forming Kelp,Nereocystis,luetkeana,temperature,Lind and Konar,2017,Algae,NA,Phaeophyceae,Laminariales,Kachemak_bay_alaska,Several single species lab studies,NA,no external CaCO3,zoospore,propagule,google scholar,NA,zoospore_settlement,biomass,survival,ability_productivity_growth_survival,negative,24,hours,Fig. 2,20.87579618,1.671974522,NA,NA,zoospores per mm2,5,NA,NA,NA,NA,NA,NA,31,13,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,multi-level anova,Lind and Konar 2017 Canopy-forming Kelp zoospore zoospore_settlement temperature,19.203821658,22.547770702,23.93312102,0.872255489058652,0.942115768484924,0.802395209632379,0.0698602794262726,13,Nereocystis_luetkeana,67,30.76565334532,8.73657409350077,4
582,Canopy-forming Kelp,Nereocystis,luetkeana,temperature,Lind and Konar,2017,Algae,NA,Phaeophyceae,Laminariales,Kachemak_bay_alaska,Several single species lab studies,NA,no external CaCO3,zoospore,propagule,google scholar,NA,zoospore_settlement,biomass,survival,ability_productivity_growth_survival,negative,24,hours,Fig. 2,17.57961783,1.242038217,NA,NA,zoospores per mm2,5,NA,NA,NA,NA,NA,NA,31,17,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,multi-level anova,Lind and Konar 2017 Canopy-forming Kelp zoospore zoospore_settlement temperature,16.337579613,18.821656047,23.93312102,0.734530937912752,0.786427145514012,0.682634730311492,0.0518962076012601,17,Nereocystis_luetkeana,67,30.76565334532,8.73657409350077,4
583,Canopy-forming Kelp,Nereocystis,luetkeana,temperature,Lind and Konar,2017,Algae,NA,Phaeophyceae,Laminariales,Kachemak_bay_alaska,Several single species lab studies,NA,no external CaCO3,zoospore,propagule,google scholar,NA,zoospore_settlement,biomass,survival,ability_productivity_growth_survival,negative,24,hours,Fig. 2,11.84713376,0.621019108,NA,NA,zoospores per mm2,5,NA,NA,NA,NA,NA,NA,31,21,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,multi-level anova,Lind and Konar 2017 Canopy-forming Kelp zoospore zoospore_settlement temperature,11.226114652,12.468152868,23.93312102,0.49500998010664,0.520958083886378,0.469061876326901,0.0259481037797384,21,Nereocystis_luetkeana,67,30.76565334532,8.73657409350077,4
584,Canopy-forming Kelp,Nereocystis,luetkeana,temperature,Lind and Konar,2017,Algae,NA,Phaeophyceae,Laminariales,Kachemak_bay_alaska,Several single species lab studies,NA,no external CaCO3,zoospore,propagule,google scholar,NA,germtube_length,biomass,growth,ability_productivity_growth_survival,negative,7,days,Fig. 3,22.13826367,0.241157556,NA,NA,um,5,NA,NA,NA,NA,NA,NA,31,9,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,multi-level anova,Lind and Konar 2017 Canopy-forming Kelp zoospore germtube_length temperature,21.897106114,22.379421226,24.59807074,0.90000000016261394,0.909803921720082,0.890196078605147,0.00980392155746768,9,Nereocystis_luetkeana,65,30.76565334532,8.73657409350077,4
585,Canopy-forming Kelp,Nereocystis,luetkeana,temperature,Lind and Konar,2017,Algae,NA,Phaeophyceae,Laminariales,Kachemak_bay_alaska,Several single species lab studies,NA,no external CaCO3,zoospore,propagule,google scholar,NA,germtube_length,biomass,growth,ability_productivity_growth_survival,negative,7,days,Fig. 3,24.59807074,0.289389068,NA,NA,um,5,NA,NA,NA,NA,NA,NA,31,13,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,multi-level anova,Lind and Konar 2017 Canopy-forming Kelp zoospore germtube_length temperature,24.308681672,24.887459808,24.59807074,1,1.01176470590148,0.988235294098516,0.011764705901484,13,Nereocystis_luetkeana,65,30.76565334532,8.73657409350077,4
586,Canopy-forming Kelp,Nereocystis,luetkeana,temperature,Lind and Konar,2017,Algae,NA,Phaeophyceae,Laminariales,Kachemak_bay_alaska,Several single species lab studies,NA,no external CaCO3,zoospore,propagule,google scholar,NA,germtube_length,biomass,growth,ability_productivity_growth_survival,negative,7,days,Fig. 3,21.55948553,0.241157556,NA,NA,um,5,NA,NA,NA,NA,NA,NA,31,17,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,multi-level anova,Lind and Konar 2017 Canopy-forming Kelp zoospore germtube_length temperature,21.318327974,21.800643086,24.59807074,0.876470588197032,0.8862745097545,0.866666666639564,0.00980392155746779,17,Nereocystis_luetkeana,65,30.76565334532,8.73657409350077,4
587,Canopy-forming Kelp,Nereocystis,luetkeana,temperature,Lind and Konar,2017,Algae,NA,Phaeophyceae,Laminariales,Kachemak_bay_alaska,Several single species lab studies,NA,no external CaCO3,zoospore,propagule,google scholar,NA,germtube_length,biomass,growth,ability_productivity_growth_survival,negative,7,days,Fig. 3,8.054662379,0.38585209,NA,NA,um,5,NA,NA,NA,NA,NA,NA,31,21,NA,NA,NA,NA,temperature,NA,NA,webplot digitizer,multi-level anova,Lind and Konar 2017 Canopy-forming Kelp zoospore germtube_length temperature,7.668810289,8.440514469,24.59807074,0.32745098036904,0.34313725487725,0.31176470586083,0.0156862745082097,21,Nereocystis_luetkeana,65,30.76565334532,8.73657409350077,4
